	celltype	cell
ola_mES_a2i_2_61.counts	1.08678691505261	ola_mES_a2i_2_61.counts
ola_mES_a2i_2_62.counts	1.0114855916167	ola_mES_a2i_2_62.counts
ola_mES_a2i_2_63.counts	1.03373825424603	ola_mES_a2i_2_63.counts
ola_mES_a2i_2_64.counts	1.00813610594587	ola_mES_a2i_2_64.counts
ola_mES_a2i_2_65.counts	1.00662106199402	ola_mES_a2i_2_65.counts
ola_mES_a2i_2_66.counts	1.07740628026121	ola_mES_a2i_2_66.counts
ola_mES_a2i_2_67.counts	1.04551957596999	ola_mES_a2i_2_67.counts
ola_mES_a2i_2_68.counts	1.01175956850438	ola_mES_a2i_2_68.counts
ola_mES_a2i_2_69.counts	1.00817526306167	ola_mES_a2i_2_69.counts
ola_mES_a2i_2_7.counts	1.04786529578806	ola_mES_a2i_2_7.counts
ola_mES_a2i_2_70.counts	1.03438018176563	ola_mES_a2i_2_70.counts
ola_mES_a2i_2_71.counts	1.06300309973978	ola_mES_a2i_2_71.counts
ola_mES_a2i_2_72.counts	1.00616203434083	ola_mES_a2i_2_72.counts
ola_mES_a2i_2_73.counts	1.01344139435008	ola_mES_a2i_2_73.counts
ola_mES_a2i_2_74.counts	1.0266751925733	ola_mES_a2i_2_74.counts
ola_mES_a2i_2_75.counts	1.0508104156698	ola_mES_a2i_2_75.counts
ola_mES_a2i_2_76.counts	1.00459899527732	ola_mES_a2i_2_76.counts
ola_mES_a2i_2_77.counts	1.01233908029123	ola_mES_a2i_2_77.counts
ola_mES_a2i_2_78.counts	1.00326141149737	ola_mES_a2i_2_78.counts
ola_mES_a2i_2_8.counts	1.22960673380732	ola_mES_a2i_2_8.counts
ola_mES_a2i_2_80.counts	1.03790008436961	ola_mES_a2i_2_80.counts
ola_mES_a2i_2_81.counts	1.01541803418867	ola_mES_a2i_2_81.counts
ola_mES_a2i_2_82.counts	1.01452994206861	ola_mES_a2i_2_82.counts
ola_mES_a2i_2_83.counts	1.0174861211795	ola_mES_a2i_2_83.counts
ola_mES_a2i_2_84.counts	1.02208011177449	ola_mES_a2i_2_84.counts
ola_mES_a2i_2_86.counts	1.63216847534998	ola_mES_a2i_2_86.counts
ola_mES_a2i_2_87.counts	1.01203871069727	ola_mES_a2i_2_87.counts
ola_mES_a2i_2_88.counts	1.00525909643338	ola_mES_a2i_2_88.counts
ola_mES_a2i_2_89.counts	1.01859628847477	ola_mES_a2i_2_89.counts
ola_mES_a2i_2_9.counts	1.07953712962161	ola_mES_a2i_2_9.counts
ola_mES_a2i_2_90.counts	1.01846567625006	ola_mES_a2i_2_90.counts
ola_mES_a2i_2_91.counts	1.00227050306291	ola_mES_a2i_2_91.counts
ola_mES_a2i_2_92.counts	1.05124302742914	ola_mES_a2i_2_92.counts
ola_mES_a2i_2_93.counts	1.14335339190849	ola_mES_a2i_2_93.counts
ola_mES_a2i_2_94.counts	1.00222068515933	ola_mES_a2i_2_94.counts
ola_mES_a2i_2_95.counts	1.00578947834934	ola_mES_a2i_2_95.counts
ola_mES_a2i_2_96.counts	1.01628357042118	ola_mES_a2i_2_96.counts
ola_mES_a2i_3_10.counts	1.12320628582301	ola_mES_a2i_3_10.counts
ola_mES_a2i_3_11.counts	1.04755465230836	ola_mES_a2i_3_11.counts
ola_mES_a2i_3_13.counts	1.02406097375374	ola_mES_a2i_3_13.counts
ola_mES_a2i_3_16.counts	1.11649665927585	ola_mES_a2i_3_16.counts
ola_mES_a2i_3_17.counts	1.02823424918278	ola_mES_a2i_3_17.counts
ola_mES_a2i_3_18.counts	1.01382557921567	ola_mES_a2i_3_18.counts
ola_mES_a2i_3_2.counts	1.02147149295223	ola_mES_a2i_3_2.counts
ola_mES_a2i_3_20.counts	1.02790670586388	ola_mES_a2i_3_20.counts
ola_mES_a2i_3_21.counts	1.01926080232595	ola_mES_a2i_3_21.counts
ola_mES_a2i_3_22.counts	1.09660163784482	ola_mES_a2i_3_22.counts
ola_mES_a2i_3_24.counts	1.0108232626866	ola_mES_a2i_3_24.counts
ola_mES_a2i_3_25.counts	1.05147800743266	ola_mES_a2i_3_25.counts
ola_mES_a2i_3_26.counts	1.11565224996332	ola_mES_a2i_3_26.counts
ola_mES_a2i_3_28.counts	1.07934839292387	ola_mES_a2i_3_28.counts
ola_mES_a2i_3_29.counts	1.08833967886171	ola_mES_a2i_3_29.counts
ola_mES_a2i_3_3.counts	1.01313402689617	ola_mES_a2i_3_3.counts
ola_mES_a2i_3_30.counts	1.04322785674056	ola_mES_a2i_3_30.counts
ola_mES_a2i_3_31.counts	1.04733446463975	ola_mES_a2i_3_31.counts
ola_mES_a2i_3_33.counts	1.007890774703	ola_mES_a2i_3_33.counts
ola_mES_a2i_3_34.counts	1.0601758599532	ola_mES_a2i_3_34.counts
ola_mES_a2i_3_37.counts	1.00072685738578	ola_mES_a2i_3_37.counts
ola_mES_a2i_3_38.counts	1.14086588871884	ola_mES_a2i_3_38.counts
ola_mES_a2i_3_39.counts	1.31209508697176	ola_mES_a2i_3_39.counts
ola_mES_a2i_3_4.counts	1.00993500696259	ola_mES_a2i_3_4.counts
ola_mES_a2i_3_40.counts	1.07674655429773	ola_mES_a2i_3_40.counts
ola_mES_a2i_3_41.counts	1.05735599125932	ola_mES_a2i_3_41.counts
