cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_3_43.counts,-45.334663,76.831024,-1.3774059,-27.585558,18.341852,-3.947712,9.5286,9.077153,-15.394447,-15.9961605,batch3,2i
ola_mES_2i_3_45.counts,-29.821733,104.67071,14.830509,3.1543949,17.051443,41.42986,6.0525894,-19.535368,-16.369698,12.444913,batch3,2i
ola_mES_2i_3_46.counts,-41.69961,92.741684,3.9782112,-18.25338,31.854591,3.21321,21.290274,-3.2262096,-21.856356,-19.670652,batch3,2i
ola_mES_2i_3_47.counts,-36.793106,83.2621,23.235565,-25.515162,12.971617,25.046059,16.639404,-22.18035,6.54754,28.397987,batch3,2i
ola_mES_2i_3_49.counts,-39.5924,85.61381,12.077885,-12.638497,9.69705,19.933355,3.2178142,-13.733462,-26.869936,-16.176138,batch3,2i
ola_mES_2i_3_5.counts,-59.123165,61.21726,13.396548,-44.343468,-2.1860142,-3.8557415,23.962757,22.881865,-13.277368,-6.979238,batch3,2i
ola_mES_2i_3_52.counts,-46.610023,48.495224,37.130737,-70.48975,15.226158,-32.9812,29.591213,19.358915,-15.233189,15.184516,batch3,2i
ola_mES_2i_3_54.counts,-29.059103,109.39429,-4.9754577,12.586129,50.474815,53.17522,-25.122671,72.94404,24.045214,-10.996339,batch3,2i
ola_mES_2i_3_56.counts,-37.466045,82.64775,50.806595,-44.757053,0.9908965,24.80791,25.687107,7.9598403,-7.3191257,23.520391,batch3,2i
ola_mES_2i_3_57.counts,-44.502987,108.1188,33.24017,-18.121243,25.997799,52.627235,20.962664,-10.09908,4.436932,-16.517778,batch3,2i
ola_mES_2i_3_58.counts,-44.417408,97.28281,23.890703,-20.528254,40.093536,22.848665,9.355859,-5.258508,-23.95781,-8.495525,batch3,2i
ola_mES_2i_3_6.counts,-46.23244,46.123802,40.822323,-84.65627,2.7232642,-13.808902,41.457897,9.611671,-1.1814148,-4.367821,batch3,2i
ola_mES_2i_3_62.counts,-34.2493,83.85157,9.921252,-26.679638,32.415314,-0.15811662,13.235704,1.5445768,-34.674934,-19.584856,batch3,2i
ola_mES_2i_3_65.counts,-31.472107,98.21681,45.487556,-29.884354,26.739346,39.21441,-3.9323857,8.642312,-4.379418,21.536165,batch3,2i
ola_mES_2i_3_66.counts,-37.013268,86.37399,-32.334854,-7.5601025,28.53843,-4.274044,20.871408,6.607188,-6.1546493,-6.374891,batch3,2i
ola_mES_2i_3_69.counts,-18.23012,103.602165,-16.123652,-40.209442,4.469957,21.742332,38.377426,-14.103957,23.973558,-12.912146,batch3,2i
ola_mES_2i_3_7.counts,-34.79734,64.336555,46.27591,-57.610245,17.744007,5.007173,21.97206,-7.287011,-38.86985,0.3797222,batch3,2i
ola_mES_2i_3_73.counts,-31.542944,77.45284,71.76051,-49.060543,0.9594213,26.59743,7.407027,-28.962904,-29.237871,-8.38,batch3,2i
ola_mES_2i_3_76.counts,-38.730118,51.294445,13.282702,-44.80736,-1.8091532,-11.915196,29.050179,15.067653,12.445019,23.349796,batch3,2i
ola_mES_2i_3_77.counts,-44.24268,90.64495,16.01451,-33.521515,20.086458,18.885996,17.11041,9.856944,-6.948933,-15.6899185,batch3,2i
ola_mES_2i_3_78.counts,-36.60133,97.20059,5.183832,-5.1085095,32.33693,6.27987,7.849214,-20.013426,-24.518501,6.359113,batch3,2i
ola_mES_2i_3_79.counts,-36.07709,65.62484,57.342293,-73.78133,9.184477,11.407152,26.990042,16.501698,-6.221426,5.248053,batch3,2i
ola_mES_2i_3_8.counts,-42.2926,68.420074,15.392212,-33.17597,-0.41170073,15.489246,27.878832,7.122736,6.527807,23.085863,batch3,2i
ola_mES_2i_3_80.counts,-47.97635,74.02706,26.180399,-45.023354,30.192822,-10.20903,32.067814,2.5285158,-14.31864,2.5958853,batch3,2i
ola_mES_2i_3_82.counts,-46.420235,81.30856,4.5450487,-29.61004,24.367472,-11.257216,19.168295,-10.804035,-19.508724,-18.152359,batch3,2i
ola_mES_2i_3_83.counts,-51.41897,67.722046,15.659225,-50.840614,17.83203,-9.3185835,36.204315,26.098925,2.415223,6.721965,batch3,2i
ola_mES_2i_3_84.counts,-33.166107,78.57889,19.129011,-33.072308,7.0618706,4.946564,25.76949,13.1277895,8.982743,17.329308,batch3,2i
ola_mES_2i_3_87.counts,-42.326057,80.47197,43.972103,-62.578106,22.616762,19.164366,30.117352,5.665694,10.651439,-8.354334,batch3,2i
ola_mES_2i_3_88.counts,-43.53347,72.51168,-9.920925,-28.391506,38.290657,-9.10671,38.531116,8.466307,-14.207271,17.350029,batch3,2i
ola_mES_2i_3_90.counts,-50.62337,79.56478,-19.195663,2.1864781,14.345071,-9.966646,23.591024,-7.4540677,-8.357447,14.913927,batch3,2i
ola_mES_2i_3_91.counts,-44.912865,64.36518,36.769615,-65.56742,-2.1304743,13.91784,35.354176,-0.95049506,8.392762,-28.511353,batch3,2i
ola_mES_2i_3_92.counts,-30.955027,95.00729,44.150513,-24.529068,15.290161,27.114676,9.976384,-15.656303,-36.29215,-12.717034,batch3,2i
ola_mES_2i_3_96.counts,-27.349493,105.92476,-35.490658,62.723976,77.79183,57.740517,-74.963684,124.510124,24.090788,10.749198,batch3,2i
ola_mES_a2i_2_1.counts,-34.45285,-40.43153,-61.642147,39.84389,-3.9870296,-25.782324,4.4948225,29.909472,-38.01814,-9.850864,batch2,a2i
ola_mES_a2i_2_10.counts,-44.455143,-50.69253,4.5353017,5.4393444,-37.18102,5.3866477,-10.422101,-4.6097646,-21.151306,-16.917227,batch2,a2i
ola_mES_a2i_2_11.counts,-45.684223,-37.72973,-16.469799,21.818373,-36.526577,13.762396,13.045836,0.5065516,-7.8610215,1.3158052,batch2,a2i
ola_mES_a2i_2_12.counts,-45.64842,-47.770386,-2.8195157,-4.4464617,-38.132057,19.555805,8.778818,8.304098,-11.585556,-13.600086,batch2,a2i
ola_mES_a2i_2_13.counts,-25.190481,-67.29502,33.57628,-46.13773,-42.21701,16.153852,13.264193,-4.683229,10.053203,-10.078028,batch2,a2i
ola_mES_a2i_2_14.counts,-32.67746,-45.191948,-12.624646,15.65635,-29.826078,0.6073855,0.3764487,3.8947594,-38.645996,-6.3472133,batch2,a2i
ola_mES_a2i_2_15.counts,-37.488888,-32.00876,-60.539238,35.468483,-20.718487,-6.5647078,17.758734,24.232399,16.939161,21.403,batch2,a2i
ola_mES_a2i_2_16.counts,-37.84549,-29.023651,-33.908936,25.895813,-25.149158,2.005542,17.89313,-6.1038356,-18.745556,-14.998881,batch2,a2i
ola_mES_a2i_2_17.counts,-39.94877,-48.430637,-8.636328,3.9556825,-38.32099,-6.9470687,-12.758921,19.855207,-38.213074,3.371979,batch2,a2i
ola_mES_a2i_2_18.counts,-47.100533,-39.756927,-2.1848316,24.388678,-26.468472,-0.58733875,3.4245253,-4.705935,-27.881264,-4.295134,batch2,a2i
