cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_a2i_2_15.counts,75.53545,-7.3523235,-15.614493,-10.586575,-30.572084,13.231738,10.474308,-0.36727357,-5.0100155,5.1056714,batch2,a2i
ola_mES_a2i_2_16.counts,106.82643,7.6785774,6.747121,2.0714288,-8.943228,-13.557084,-2.820653,-4.2220364,-6.1570907,15.898603,batch2,a2i
ola_mES_a2i_2_17.counts,125.317184,0.0069656377,31.15567,16.163385,28.585854,-10.082345,-10.337186,25.98387,3.195011,21.197704,batch2,a2i
ola_mES_a2i_2_18.counts,122.959236,18.080563,88.124,36.823162,123.83765,-39.330387,-31.123484,0.55866385,5.596648,-22.178816,batch2,a2i
ola_mES_a2i_2_19.counts,115.42766,16.110935,41.24743,12.539666,62.96369,-34.53122,-6.3141537,-1.7142967,-13.977207,-15.625153,batch2,a2i
ola_mES_a2i_2_2.counts,84.84303,3.4161644,-6.1204777,-5.6467867,-34.31581,15.357829,3.398388,20.732279,5.635542,1.6424918,batch2,a2i
ola_mES_a2i_2_20.counts,78.024124,37.81658,1.6986187,-44.905537,-20.015413,14.821752,-17.30714,0.14590442,34.694775,-7.434887,batch2,a2i
ola_mES_a2i_2_21.counts,100.94208,-5.258238,-17.49903,4.683669,-28.460855,10.827119,5.985062,-1.2458543,6.384868,2.2819037,batch2,a2i
ola_mES_a2i_2_22.counts,131.61946,-44.484184,10.996301,23.303844,-9.8226795,-2.0075119,7.581521,-6.038592,12.131021,20.683052,batch2,a2i
ola_mES_a2i_2_23.counts,86.284134,-16.966782,2.046352,-7.678804,-28.916037,11.357994,3.8180232,19.850485,-10.959152,0.016933084,batch2,a2i
ola_mES_a2i_2_24.counts,52.10486,64.49606,3.886181,-21.308954,-25.10827,-16.058174,15.368561,-6.5042086,-38.19881,-16.560194,batch2,a2i
ola_mES_a2i_2_25.counts,40.8416,-1.7742977,-8.361438,-8.942922,-35.241306,10.45098,-2.9993894,-18.38672,-6.4570475,8.744301,batch2,a2i
ola_mES_a2i_2_26.counts,52.450928,29.309351,-8.791544,-23.880005,-27.875984,-5.466051,-2.7079976,-19.871721,6.6755943,25.689865,batch2,a2i
ola_mES_a2i_2_27.counts,-40.400974,-34.54543,-49.61088,14.691653,10.987727,5.5714755,21.985485,-1.9711677,4.955035,-9.71632,batch2,a2i
ola_mES_a2i_2_28.counts,-21.637033,-57.73273,-54.794575,12.829427,-5.2121716,-34.1416,8.896194,4.7905865,-19.995373,35.043373,batch2,a2i
ola_mES_a2i_2_29.counts,-12.575325,-56.31571,-29.786898,30.006071,26.616615,18.596777,12.868199,26.010956,16.196842,34.32224,batch2,a2i
ola_mES_a2i_2_3.counts,-64.40632,-35.132282,10.618563,-5.7830343,-14.863901,-20.495148,-2.3660374,-16.666462,-13.348482,-12.951524,batch2,a2i
ola_mES_a2i_2_30.counts,-63.560394,-58.51941,31.76029,3.0551455,-4.319613,20.884888,-13.498163,35.718143,27.313416,-10.998831,batch2,a2i
ola_mES_a2i_2_31.counts,-54.60299,-87.87036,23.700878,22.400442,-27.803925,-1.6294469,-7.713136,-2.8043184,-11.202926,5.1985517,batch2,a2i
ola_mES_a2i_2_32.counts,-66.6935,-51.525726,12.642559,11.531316,1.933921,9.02032,-21.61135,14.557753,5.757997,-8.592624,batch2,a2i
ola_mES_a2i_2_33.counts,-71.87979,-64.20521,48.276676,13.615704,-18.135769,5.5038366,-1.8267657,-9.826286,6.9166336,-4.9946527,batch2,a2i
ola_mES_a2i_2_34.counts,-62.978596,-54.750988,16.447395,8.699065,-18.87335,-11.869605,-12.51587,-3.6944034,-14.197817,5.7474365,batch2,a2i
ola_mES_a2i_2_35.counts,-73.14183,-30.714306,31.423164,-9.959272,-17.888908,-32.851395,3.0557976,19.522253,-34.24598,0.9576162,batch2,a2i
ola_mES_a2i_2_36.counts,-59.899597,-73.97348,26.936817,21.036545,-12.371019,1.5758489,-1.7951617,-9.120424,-9.352736,2.8594263,batch2,a2i
ola_mES_a2i_2_37.counts,-64.13797,-64.90922,13.033281,12.438503,-21.529371,-13.87065,-7.5306945,4.9076624,-19.135689,-2.2717454,batch2,a2i
